movie_id,title,tagline
423,The Pianist,pianist film adapt biographi wladyslaw szpilman . jewish-polish pianist second world war live hid miracul warsaw gone terribl tragedi . film roman polanski.drama waradrien brodi thoma kretschmann frank finlayr n p l n k
88794,J. Edgar,"face law enforc america almost 50 year , j. edgar hoover fear admir , revil rever . behind close door , held secret would destroy imag , career life.drama crime historyleonardo dicaprio josh hamilton geoff piersonc l n e w"
8090,Untraceable,"special agent jennif marsh ( dian lane ) work elit divis fbi dedic fight cybercrim . think seen , particularli sadist crimin aris internet . tech-savvi killer post live feed crime websit ; hit site get , faster victim die . marsh team must find elus killer time run out.dramadian lane billi burk colin hanksg r e g r h b l"
35019,Nanny McPhee and the Big Bang,"nanni mcphee appear door harri young mother , mrs. isabel green , tri run famili farm husband away war . ’ arriv , nanni mcphee discov children fight war two spoil citi cousin move . reli everyth fli motorcycl statu come life tree-climb piglet babi eleph , nanni use magic teach mischiev charg five new lessons.comedi fantasyemma thompson asa butterfield ralph fien u n n w h e"
14442,Ella Enchanted,"ella live magic world child , moment birth , given virtuou `` gift '' fairi godmoth . ella 's so-cal gift , howev , obedi . birthright prove quit curs ella find hand sever unscrupul charact quit liter disobey . determin gain control life decis , ella set journey find fairi godmoth hope lift curs . path , howev , n't easi -- ella must outwit slew unpleas obstacl includ ogr , giant , wick stepsist , elv princ charmont 's evil uncl , want take crown rule kingdom.famili fantasi comedyann hathaway hugh danci cari elwest ' h v e r"
321741,Concussion,"dramat thriller base incred true david vs. goliath stori american immigr dr. bennet omalu , brilliant forens neuropathologist made first discoveri cte , football-rel brain trauma , pro player fought truth known . omalu 's emot quest put danger odd one power institut world.dramawil smith alec baldwin albert brooksp e e r l n e n"
59965,Abduction,young man set uncov truth life find babi photo miss person website.thril action mysterytaylor lautner lili collin alfr molinaj h n n g l e n
98357,Broken City,"broken citi rife injustic , ex-cop billi taggart seek redempt reveng double-cross frame power figur , mayor . billi 's relentless pursuit justic , match streetwis tough , make unstopp forc - mayor 's worst nightmare.thril crime dramamark wahlberg russel crow catherin zeta-jonesa l l e n h u g h e"
49526,Premium Rush,"manhattan , bike messeng pick envelop attract interest dirti cop , pursu cyclist throughout city.crim action thrillerjoseph gordon-levitt michael shannon dania ramirezd v k e p p"
35169,Furry Vengeance,"real estat develop dan sander final plan level swath pristin oregon forest make way soulless hous subdivis , band woodland creatur rise throw monkey wrench greedi scheme . much mischief furri critter businessman take call quit ? comedybrendan fraser ken jeong brook shieldsr g e r k u b l e"
6575,Walk Hard: The Dewey Cox Story,singer dewey cox overcom advers becom music legend.comedi musicjohn c. reilli jenna fischer tim meadowsj k e k n
18320,The Young Victoria,"academi award® winner graham king martin scorses , along maker gosford park depart , come stori queen victoria ’ earli rise power . object royal power-struggl romant courtship legendari marriag princ albert , emili blunt ( devil wear prada ) give stun perform young victoria . pack drama , romanc , breath-tak cinematographi , lavish costum featur outstand british cast includ jim broadbent , harriet walter , mark strong , paul bettani , miranda richardson , rupert friend , young victoria captiv british audienc , film compani magazin call “ epic british film , sweep remark story. ” drama histori romanceemili blunt jim broadbent mark strongj e n - r c v l l é e"
22787,Whiteout,"u. . marshal assign antarctica , carri stetko soon leav harsh environ behind good – three day , sun set amundsen-scott research station shut long winter . bodi discov open ice , carri 's investig contin 's first homicid plung deep mysteri may cost life.act crime mysteri thrillerk beckinsal gabriel macht tom skerrittd n c e n"
8967,The Tree of Life,"impressionist stori texa famili 1950 . film follow life journey eldest son , jack , innoc childhood disillus adult year tri reconcil complic relationship father . jack find lost soul modern world , seek answer origin mean life question exist faith.drama fantasybrad pitt sean penn jessica chastaint e r r e n c e l c k"
13056,Punisher: War Zone,"wage one-man war world organ crime , ruthless vigilante-hero frank castl set sight overeag mob boss billi russoti . russoti left horribl disfigur castl , set vengeanc new alia : jigsaw . `` punish task forc '' hot trail fbi unabl take jigsaw , frank must stand formid armi jigsaw recruit evil deed go unpunished.act crimeray stevenson domin west juli benzl e x l e x n e r"
285783,The Walk,stori french high-wir artist philipp petit 's attempt cross twin tower world trade center 1974.adventur drama thrillerjoseph gordon-levitt ben kingsley charlott le bonr b e r z e e c k
198663,The Maze Runner,"set post-apocalypt world , young thoma deposit commun boy memori eras , soon learn 're trap maze requir join forc fellow `` runner '' shot escape.act mysteri scienc fiction thrillerdylan o'brien ki hong lee kaya scodelariow e b l l"
1381,The Fountain,"span one thousand year , three parallel stori , fountain stori love , death , spiritu , fragil exist world.drama adventur scienc fiction romancehugh jackman rachel weisz ellen burstynd r r e n r n f k"
10877,Exit Wounds,"maverick cop orin boyd alway bring domest terrorist track , ruffl feather unorthodox techniqu -- soon find reassign toughest district detroit . discov group detect secretli oper drug ring , boyd join forc unlik alli -- gangster latrel walker -- bring rotten cops.act crime thrillersteven seagal dmx isaiah washingtona n r z e j b r k w k"
202575,Thunder and the House of Magic,"thunder , abandon young cat seek shelter storm , stumbl strangest hous imagin , own old magician inhabit dazzl array automaton gizmo . everyon welcom new addit troup jack rabbit maggi mous plot evict thunder . situat get wors magician land hospit scheme nephew see chanc cash sell mansion . young hero determin earn place enlist help wacki magician 's assist protect magic new home.famili fantasi anim adventurebriann siddal joey camen elisa gabriellib e n e n"
71469,The Darkest Hour,"moscow , five young peopl lead charg alien race attack earth via power supply.horror action thriller scienc fictionemil hirsch rachael taylor olivia thirlbyc h r g r k"
7220,The Punisher,"undercov fbi agent frank castl 's wife son slaughter , becom 'the punish ' -- ruthless vigilant will go length aveng family.act crime dramathoma jane john travolta pattonj n h n h e n l e g h"
72387,Safe,"former elit agent rescu 12-year-old chines girl 's abduct , find middl standoff triad , russian mafia high-level corrupt new york citi politician police.act crime thrillerjason statham chri sarandon jame hongb z k n"
1892,Return of the Jedi,"rebel leader map strategi all-out attack emperor 's newer , bigger death star . han solo remain frozen cavern desert fortress jabba hutt , loathsom outlaw univers , also keep princess leia slave girl . master forc , luke skywalk rescu friend , becom true jedi knight wage crucial battl darth vader , sworn win luke dark side force.adventur action scienc fictionmark hamil harrison ford carri fisherr c h r r q u n"
50647,Wanderlust,"rattl sudden unemploy , manhattan coupl survey altern live option , ultim decid experi live rural commun free love rules.comedypaul rudd jennif aniston justin therouxd v w n"
9353,Nacho Libre,"nacho libr loos base stori fray tormenta ( `` friar storm '' ) , aka rev . sergio gutierrez benitez , real-lif mexican cathol priest 23-year career mask luchador . compet order support orphanag direct . produc jack black , david klawan , julia pistor , mike white.comedi familyjack black ana de la reguera héctor jiménezj r e h e"
55721,Bridesmaids,"anni ’ life mess . find lifetim best friend engag , simpli must serv lillian ’ maid honor . though lovelorn broke , anni bluff way expens bizarr ritual . one chanc get perfect , ’ show lillian bridesmaid far ’ go someon love.comedi romancekristen wiig rose byrn maya rudolphp u l f e g"
109414,This Is the End,"attend parti jame franco 's hous , seth rogen , jay baruchel mani celebr face apocalypse.act comedyjam franco jonah hill seth rogen e h r g e n"
22907,Takers,"season team bank robber , includ gordon jen ( idri elba ) , john rahway ( paul walker ) , a.j . ( hayden christensen ) , brother jake ( michael eali ) jess attica ( chri brown ) success complet latest heist lead life luxuri plan next job . ghost ( tip t.i . harri ) , former member team , releas prison convinc group strike armor car carri $ 20 million . `` taker '' care plot strategi draw nearer exact grand heist , reckless polic offic ( matt dillon ) inch closer apprehend criminals.act crime drama thrillerchri brown hayden christensen matt dillonj h n l u e e n h p"
38322,"Big Mommas: Like Father, Like Son","fbi agent malcolm turner 17-year-old son , trent , go undercov all-girl perform art school trent wit murder . pose big momma charmain , must find murder find them.crim comedi actionmartin lawrenc brandon t. jackson portia doubledayj h n w h e e l l"
45612,Source Code,"decor soldier captain colter steven wake bodi unknown man , discov 's involv mission find bomber chicago commut train . learn 's part top-secret experiment program enabl experi final 8 minut anoth person 's life . colter re-liv train incid , gather clue time . discov respons attack next one happen ? thriller scienc fiction mysteryjak gyllenha michel monaghan vera farmigad u n c n j n e"
3594,The Number 23,"walter sparrow anim control offic becom obsess mysteri book seem base life . soon open book , notic strang parallel read 's experienc . 's worri fiction murder might materialize.thril drama mysteryjim carrey virginia madsen logan lermanj e l c h u c h e r"
31867,Repo Men,"futur , medic technolog advanc point peopl buy artifici organ extend live . default payment , organ known union send agent repossess organ . remi one best agent busi , becom recipi artifici heart , find dire strait mani victims.act scienc fiction thriller crimejud law forest whitak alic bragam g u e l p c h n k"
182,The Good German,american journalist play georg clooney arriv berlin end world war two . becom involv murder mysteri surround dead gi wash lakesid mansion potsdam negoti alli power . soon investig connect search marri pre-war german lover play cate blanchett.war crime drama mysteri romanc thrillergeorg clooney cate blanchett tobey maguir e v e n e r b e r g h
28,Apocalypse Now,"height vietnam war , captain benjamin willard sent danger mission , offici , `` exist , ever exist . '' goal locat - elimin - mysteri green beret colonel name walter kurtz , lead person armi illeg guerrilla mission enemi territory.drama warmartin sheen marlon brando robert duvallf r n c f r c p p l"
38073,Going the Distance,"erin garrett much love . erin move san francisco finish journal degre garrett stay behind new york work music industri , game keep romanc aliv webcam frequent-fly mile . seem lover soon reunit , score big break could separ good.comedi drama romancedrew barrymor justin long charli dayn n e e b u r e n"
698,Moonraker,transport space shuttl boe 747 crash atlant ocean yet go look destroy shuttl . jame bond investig miss mission space shuttl soon learn shuttl owner hugo drax want kill mankind.act adventur thriller scienc fictionrog moor loi chile michael lonsdalel e w g l b e r
27569,Extraordinary Measures,"working-class father john crowley final fast track corpor success two young children , megan patrick , diagnos pomp diseas - condit prevent bodi break sugar . support wife , aileen , john ditch career team unconvent specialist dr. robert stonehil found bio-tech compani develop cure time save live megan patrick . dr. stonehil work tirelessli prove theori made black sheep medic commun , power bond forg two unlik allies.dramaharrison ford brendan fraser keri russellt v u g h n"
10637,Remember the Titans,"lead footbal team 15 win season , coach bill yoast demot replac herman boon – tough , opinion differ belov yoast could . two men learn overcom differ turn group hostil young men true champions.dramadenzel washington patton ryan hurstb z k n"
1669,The Hunt for Red October,"new soviet nuclear missil sub ( boomer ) head maiden voyag track lo angel class american submarin suddenli goe silent `` disappear '' . focus attent u.s. intellig u.s. navi russian sub command . determin silent soviet boomer may head american coastal water panic ensu . cia analyst , jack ryan , convinc brass boomer 's command may intend someth nuclear first strike mind . peril tens cat-and-mous game ensues.act adventur thrilleralec baldwin sean conneri scott glennj h n c e r n n"
807,Se7en,"two homicid detect desper hunt serial killer whose crime base `` seven deadli sin '' dark haunt film take viewer tortur remain one victim next . season det . sommerset research sin effort get insid killer 's mind , novic partner , mill , scoff effort unravel case.crim mysteri thrillerbrad pitt morgan freeman gwyneth paltrowd v f n c h e r"
17654,District 9,"alien land south africa , ship total disabl , way home . year later , live slum wear welcom 'non-human ' move new tent citi overseen multi-n unit ( mnu ) .scienc fictionsharlto copley jason cope nathali bolttn e l l b l k p"
70,Million Dollar Baby,"despond pain estrang daughter , trainer franki dunn n't prepar boxer maggi fitzgerald enter life . maggi 's determin go pro convinc dunn cohort help her.dramaclint eastwood hilari swank morgan freemanc l n e w"
11036,The Notebook,"epic love stori center around older man read aloud woman alzheim 's . fade notebook , old man 's word bring life stori coupl separ world war ii , passion reunit , seven year later , taken differ paths.rom dramarachel mcadam ryan gosl gena rowlandsn c k c v e e"
6557,27 Dresses,altruist jane find face worst nightmar younger sister announc engag man jane secretli adores.comedi romancekatherin heigl jame marsden malin åkermana n n e f l e c h e r
18126,Hannah Montana: The Movie,"miley stewart ( aka pop-star hannah montana ) get caught superstar celebr lifestyl , dad decid 's time total chang sceneri . sweet nibblet ! miley must trade glitz glamour hollywood ol ' blue jean famili farm tennesse , question miley stewart hannah montana . littl help friend – awesom guest star taylor swift , rascal flatt vanessa william – figur whether choos hannah miley ? comedi drama famili music romancemiley cyru billi ray cyru emili osmentp e e r c h e l"
22947,Up in the Air,"georg clooney play dri cynic charact ryan bingham , execut special `` downsiz '' . ryan live suitcas , travel countri sole purpos termin unwant employe day day . ryan reach life-long goal ten million mile frequent flyer mark major chang come way . chang threaten crack cold heartless exterior ryan bingham.drama romancegeorg clooney vera farmiga anna kendrickj n r e n"
59967,Looper,"futurist action thriller looper , time travel invent illeg avail black market . mob want get rid someon , send target 30 year past looper , hire gun , like joe wait mop . joe get rich life good day mob decid close loop , send back joe 's futur self assassination.act thriller scienc fictionjoseph gordon-levitt bruce willi emili bluntr n j h n n"
9870,Forgetting Sarah Marshall,"sarah marshal dump aspir musician peter bretter rock star aldou snow , peter 's world come crash . best friend suggest peter get away everyth fli hawaii escap problem . arriv hawaii meet beauti rachel jansen , peter shock see aldou snow hawaii , also sarah marshall.comedi romanc dramajason segel kristen bell mila kunisn c h l l l e r"
8292,Four Brothers,four adopt brother return detroit hometown mother murder vow exact reveng killers.act crimemark wahlberg tyres gibson andré benjaminj h n n g l e n
8780,Baby Mama,"success , singl businesswoman dream babi discov infertil hire work class woman unlik surrogate.comedytina fey ami poehler dax shepardm c h e l c c u l l e r"
10521,Bride Wars,two best friend becom rival respect wed accident book day.comedyann hathaway kate hudson bryan greenbergg r w n c k
707,A View to a Kill,newli develop microchip design zorin industri british govern surviv electromagnet radiat caus nuclear explos land hand kgb . jame bond must find . suspicion soon lead big industri leader max zorin.adventur action thrillerrog moor christoph walken tanya robertsj h n g l e n
533,The Curse of the Were-Rabbit,"cheese-lov eccentr wallac cun canin pal , gromit , investig mysteri nick park 's anim adventur , lovabl inventor intrepid pup run busi rid town garden pest . use human method turn home halfway hous evict vermin , pair stumbl upon mysteri involv voraci vegetarian monster threaten ruin annual veggie-grow contest.adventur anim comedi familypet salli helena bonham carter ralph fiennesn c k p r k"
37056,Letters to Juliet,"american girl vacat itali find unansw `` letter juliet '' -- one thousand missiv left fiction lover 's verona courtyard , typic answer `` secretari juliet '' -- goe quest find lover referenc letter.comedi drama romanceamanda seyfri christoph egan gael garcía bernalg r w n c k"
76489,The Three Stooges,"tri save childhood orphanag , moe , larri curli inadvert stumbl murder plot wind star realiti tv show.comedysean hay sasso chri diamantopoulosb b b f r r e l l"
3933,Corpse Bride,"set 19th-centuri european villag , stop-mot anim featur follow stori victor , young man whisk away underworld wed mysteri corps bride , real bride victoria wait bereft land living.rom fantasi anim musicjohnni depp helena bonham carter emili watsont b u r n"
16871,Drag Me to Hell,"deni woman extens need keep home , loan offic christin brown see once-promis life take startl turn wors . christin convinc 's curs gypsi , boyfriend skeptic . hope seem lie psychic claim help lift curs keep soul drag straight hell.horror thrilleralison lohman justin long lorna raver r"
293863,The Age of Adaline,"29-year-old adalin recov nearli lethal accid , inexplic stop grow older . year stretch , adalin keep secret meet man chang life.fantasi drama romanceblak live michiel huisman harrison fordl e e l n k r e g e r"
41233,Step Up 3D,"tight-knit group new york citi street dancer , includ luke natali , team nyu freshman moos , find pit world 's best hip hop dancer high-stak showdown chang live forever.drama romancerick malambri adam g. sevani joe slaughterj n . c h u"
1262,Stranger Than Fiction,"everybodi know life stori . stori life ? harold crick averag ir agent : monoton , bore , repetit . one day chang harold begin hear author insid head narrat life . narrat reveal go die , harold must find author convinc chang ending.comedi drama fantasi romancewil ferrel maggi gyllenha dustin hoffmanm r c f r e r"
4513,30 Days of Night,"stori isol alaskan town plung dark month year sun sink horizon . last ray light fade , town attack bloodthirsti gang vampir bent uninterrupt orgi destruct . small town 's husband-and-wif sheriff team stand survivor certain destruction.horror thrillerjosh hartnett melissa georg ben fosterd v l e"
22970,The Cabin in the Woods,"five colleg friend spend weekend remot cabin wood , get bargain . togeth , must discov truth behind cabin woods.horror thrillerkristen connolli chri hemsworth anna hutchisond r e w g r"
7278,Meet the Spartans,"creator scari movi date movi come tongue-in-cheek parodi sword-and-sand epic , dub meet spartan . 20th centuri fox product written direct filmmak team jason friedberg aaron seltzer . sure , leonida may noth cape leather underwear protect razor-sharp sword persian enemi , comedysean maguir carmen electra ken davitianj n f r e b e r g"
50456,Hanna,"16-year-old girl rais father perfect assassin dispatch mission across europ . track ruthless oper , face startl revel exist question humanity.act thriller adventuresaoirs ronan eric bana vicki kriepsj e w r g h"
59861,Larry Crowne,"lose job , middle-ag man reinvent go back college.comedi romanc dramatom hank julia robert bryan cranstont h n k"
133805,Carrie,"reimagin classic horror tale carri white , shi girl outcast peer shelter deepli religi mother , unleash telekinet terror small town push far senior prom.drama horrorchloë grace moretz juliann moor judi greerk b e r l p e r c e"
109421,Side Effects,woman turn prescript medic way handl anxieti concern husband 's upcom releas prison.thril crime dramajud law rooney mara catherin zeta-jo e v e n e r b e r g h
51162,Winnie the Pooh,"ordinari day hundr acr wood , winni pooh set find honey . misinterpret note christoph robin , pooh convinc tigger , rabbit , piglet , owl , kanga , roo , eeyor young friend captur creatur name `` backson '' set save him.anim familyjim cum travi oat bud luckey e p h e n n e r n"
48340,Sanctum,"3-d action-thril sanctum , execut produc jame cameron , follow team underwat cave diver treacher expedit largest , beauti least access cave system earth . tropic storm forc deep cavern , must fight rage water , deadli terrain creep panic search unknown escap rout sea . master diver frank mcguir ( richard roxburgh ) explor south pacif 's esa-ala cave month . exit cut flash flood , frank 's team -- includ 17-year-old son josh ( rhi wakefield ) financi carl hurley ( ioan gruffudd ) -- forc radic alter plan . dwindl suppli , crew must navig underwat labyrinth make . soon , confront unavoid question : surviv , trap forev ? action thrillerioan gruffudd richard roxburgh alic parkinsona l e r g r e r n"
72207,The Five-Year Engagement,"exactli one year tom meet violet , surpris wed ring . account , tom violet destin happili ever . howev , engag coupl keep get trip long walk aisle.comedyjason segel emili blunt chri prattn c h l l l e r"
43539,The Next Three Days,"marri coupl 's life turn upsid wife accus murder . lara brennan arrest murder boss argument . seem seen leav scene crime fingerprint murder weapon . husband , john would spend next year tri get releas , 's evid negat evid . strain separ famili , especi son , get , john decid break . lot research find way.rom drama thriller crimerussel crow elizabeth bank brian dennehyp u l h g g"
9920,Ultraviolet,"late 21st centuri , subcultur human emerg modifi genet vampire-lik diseas , give enhanc speed , incred stamina acut intellig . set apart `` normal '' `` healthi '' human , world push brink worldwid civil war aim destruct `` diseas '' popul . middl crossed-fir - infect woman - ultraviolet , find protect nine-year-old boy mark death human govern believ threat humans.sci fiction action thrillermilla jovovich cameron bright nick chinlundk u r w e r"
43347,Love & Other Drugs,"maggi , allur free spirit wo n't let anyon - anyth - tie . meet match jami , whose relentless nearli infal charm serv well ladi cutthroat world pharmaceut sale . maggi jami 's evolv relationship take surpris , find influenc ultim drug : love.drama comedi romancejak gyllenha ann hathaway oliv platt w r z w c k"
9701,North Country,"fiction account first major success sexual harass case unit state -- jenson vs. eveleth mine , woman endur rang abus work miner file landmark 1984 lawsuit.dramacharl theron ell peterson thoma curtisn k c r"
37707,Splice,"elsa clive , two young rebelli scientist , defi legal ethic boundari forg ahead danger experi : splice togeth human anim dna creat new organ . name `` dren '' , creatur rapidli develop deform femal infant beauti danger wing human-chimera , forg bond creator - bond turn deadly.horror thriller scienc fictionadrien brodi sarah polley delphin chanéacv n c e n z n l"
13150,Pride and Glory,"saga center multi-gener famili new york citi polic offic . famili 's moral code test ray tierney , investig case reveal incendiari polic corrupt scandal involv brother-in-law . ray , truth revelatori , pandora 's box threaten upend tierney legaci entir nypd.thril crime dramaedward norton jon voight colin farrellg v n ' c n n r"
17813,Alex & Emma,"writer alex sheldon ( luke wilson ) must finish novel within month . n't , wo n't get paid . , happen , angri mafia type owe money come look . order expedit thing , alex hire typist emma dinsmor ( kate hudson ) begin dictat novel . book doom love affair charact similar alex charact name polina delacroix ( sophi marceau ) . , alex fall emma , work take differ turn.comedi romanceluk wilson kate hudson sophi marceaur b r e n e r"
58151,Fright Night,"teenag suspect new neighbour vampir . unabl convinc anyon , tri enlist help self-proclaim vampir hunter magician remak 1985 comedy-horror classic.horror comedyanton yelchin colin farrel toni collettec r g g l l e p e"
76640,The Last Stand,"ray owen sheriff quiet us border town sommerton junction leav lapd follow bungl oper . follow escap fbi , notori drug baron , gang , hostag head toward sommerton junction polic prepar make last stand intercept cross border . owen reluct becom involv ultim join law enforc effortsact crime thrillerarnold schwarzenegg forest whitak rodrigo santorok j e e - w n"
57089,Hoodwinked Too! Hood VS. Evil,"red ride hood train group sister hood , wolf call examin sudden mysteri disappear hansel gretel.comedi anim familyhayden panettier bill hader joan cusackm k e"
1947,An Unfinished Life,"stoic heartbroken , einar gilkyson quietli live rug wyom ranchland alongsid trust friend , mitch bradley . , suddenli , woman blame death son arriv door broke , desper , granddaught 's never known . even buri anger accus resurfac , way open unexpect connect , adventur , forgiveness.dramarobert redford jennif lopez morgan freemanl e h l l r ö"
46829,Barney's Version,"picaresqu touch stori polit incorrect , fulli live life impuls , irasc fearlessli blunt barney panofsky.comedi dramapaul giamatti dustin hoffman rosamund piker c h r j . l e w"
146238,Runner Runner,"poor colleg student crack onlin poker game goe bust , arrang face-to-fac man think cheat , sli offshor entrepreneur.crim thriller dramaben affleck gemma arterton justin timberlakeb r f u r n"
9989,Antitrust,comput programm 's dream job hot portland-bas firm turn nightmarish discov boss secret ruthless mean dispatch anti-trust problems.act crime dramaryan phillipp rachael leigh cook tim robbinsp e e r h w
2008,The Promise,"orphan girl , driven poverti young age , make promis enchantress . return beauti admir everi man , never man love . spell broken unless imposs happen : snow fall spring dead come back life . grown beauti princess , regret promis , men 's love alway met tragedi . love man behind red armor golden mask rescu death , torment inevit part . meanwhil , kunlun , slave great gener , search lost memori famili . soon fate two intertwin princess believ gener hero , thu pull web fate . end befallen three charact ? fate alreadi seal higher power , still choos life want ? fantasi drama action thriller romancececilia cheung liu ye hong chenc h e n k g e"
4512,The Assassination of Jesse James by the Coward Robert Ford,"outlaw jess jame rumor 'fastest gun west ' . eager recruit jame ' notori gang , robert ford eventu grow jealou fame outlaw , robert brother sens opportun kill jame , murder action elev target near mythic status.act drama westernbrad pitt casey affleck sam sheparda n r e w n k"
76349,1911,"begin 20th centuri , china state crisi . countri split war faction , citizen starv , recent polit reform made matter wors , better . rule qing dynasti , led seven-year-old emperor , ruthless mother , empress dowag longyu complet touch 250 year unquest power . huang xing recent return japan , studi art modern warfar . find countri fall apart , feel choic pick sword.adventur drama action histori warjacki chan li bingb joan chenj c k e c h n"
45610,Machine Gun Preacher,"true stori sam childer , former drug-deal biker find god becam crusad hundr sudanes children 've kidnap press duti soldiers.act thriller crimegerard butler michel monaghan kathi bakerm r c f r e r"
367961,Savva. Heart of the Warrior,fairytal grand life journey 10-year old boy savva devot help mom fellow villag peopl break free viciou hyenas.fantasi adventur animationmaksim chukharyov konstantin khabenskiy mikhail galustyanm k f e e v
223702,Sausage Party,"sausag parti , first r-rate cg anim movi , one sausag lead group supermarket product quest discov truth exist realli happen becom chosen leav groceri store.adventur anim comedi fantasyseth rogen kristen wiig jonah hillc n r v e r n n"
323676,The Boss,"titan industri sent prison 's caught insid trade . emerg readi rebrand america 's latest sweetheart , everyon screw quick forgiv forget.comedymelissa mccarthi peter dinklag kristen bellb e n f l c n e"
812,Aladdin,"princess jasmin grow tire forc remain palac sneak marketplac disguis meet street-urchin aladdin two fall love , although may marri princ . thrown jail , aladdin becom embroil plot find mysteri lamp evil jafar hope rule land.anim famili comedi adventur fantasi romancescott weinger robin william linda larkinr n c l e e n"
277216,Straight Outta Compton,"1987 , five young men , use brutal honest rhyme hardcor beat , put frustrat anger life danger place america power weapon : music . take us back began , straight outta compton tell true stori cultur rebels—arm lyric , swagger , bravado raw talent—stood author meant keep form world ’ danger group , n.w.a . spoke truth one expos life hood , voic ignit social revolut still reverber today.drama musico'shea jackson jr. corey hawkin jason mitchellf . g r g r"
87,Indiana Jones and the Temple of Doom,"arriv india , indiana jone ask desper villag find mystic stone . agre – stumbl upon secret cult plot terribl plan catacomb ancient palace.adventur actionharrison ford kate capshaw jonathan ke quan e v e n p e l b e r g"
315664,Florence Foster Jenkins,"stori florenc foster jenkin , new york heiress , dream becom opera singer , despit terribl sing voice.comedi dramameryl streep hugh grant rebecca ferguson e p h e n f r e r"
318846,The Big Short,men made million global econom meltdown.comedi dramachristian bale steve carel ryan goslinga c k
26320,Taking Woodstock,"stori elliot tiber famili , inadvert play pivot role make fame woodstock music art festiv happen . elliot hear neighbor town pull permit hippi music festiv , call produc think could drum much-need busi parent ' run-down motel . three week later , half million peopl way neighbor ’ farm white lake , new york , elliot find swept generation-defin experi would chang life–and american culture–forever.mus comedi dramademetri martin imelda staunton henri goodmana n g l e e"
924,Dawn of the Dead,"group surviv peopl take refug shop center world taken aggress , flesh-eat zombi . remak 1978 zombi film name.fantasi horror actionsarah polley ving rhame jake weberz c k n e r"
699,For Your Eyes Only,british spi ship sunk board hi-tech encrypt devic . jame bond sent find devic hold british launch instruct enemi soviet get first.adventur action thrillerrog moor carol bouquet chaim topolj h n g l e n
3638,No Reservations,"master chef kate armstrong run life kitchen intimid intens . howev , recip disast may work becom guardian young niec cross fork brash sous-chef join staff . though romanc bloom face rivalri , kate need look outsid kitchen find true happiness.comedycatherin zeta-jon aaron eckhart abigail breslin c h c k"
62206,30 Minutes or Less,"two fledgl crimin kidnap pizza deliveri guy , strap bomb chest , advis mere hour rob bank els ... action adventur comedyjess eisenberg danni mcbride aziz ansarir u b e n f l e c h e r"
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","alexand 's day begin gum stuck hair , follow calam . though find littl sympathi famili begin wonder bad thing happen , mom , dad , brother , sister find live terribl , horribl , good , bad day.famili comedystev carel jennif garner ed oxenbouldm g u e l r e"
4348,Pride & Prejudice,"pride & prejudic humor stori love life among english gentil georgian era . mr. bennet english gentleman live hertfordshir overbear wife five daughter . mr. bennet die hous inherit distant cousin never met , famili 's futur happi secur depend daughter make good marriages.drama romancekeira knightley matthew macfadyen rosamund pikej e w r g h"
78,Blade Runner,"smog-chok dystopian lo angel 2019 , blade runner rick deckard call retir termin quartet replic escap earth seek creator way extend short life spans.scienc fiction drama thrillerharrison ford rutger hauer sean youngr l e c"
10016,Ghosts of Mars,melani ballard ( natasha henstridg ) hard nose polic chief year 2025 . polic snatch squad sent mar apprehend danger crimin jame william ( ice cube ) . mar occupi human time set mine facil . mine activ mar unleash spirit alien be gradual possess bodi worker . soon turn catch danger fugit take back seat alien spirit begin rid planet 'invaders'.act horror scienc fictionnatasha henstridg ice cube jason stathamj h n c r p e n e r
10317,Our Brand Is Crisis,"featur film base documentari `` brand crisi '' , focus use american polit campaign strategi south america.comedi dramasandra bullock anthoni macki billi bob thorntond v g r n g r e e n"
58431,Pride and Prejudice and Zombies,"zombi outbreak fallen upon land reimagin jane austen ’ classic tale tangl relationship lover differ social class 19th centuri england . feisti heroin elizabeth bennet ( lili jame ) master martial art weaponri handsom mr. darci ( sam riley ) fierc zombi killer , yet epitom upper class prejudic . zombi outbreak intensifi , must swallow pride join forc blood-soak battlefield order conquer undead all.rom horror comedi thrillerlili jame sam riley jack hustonb u r r e e r"
700,Octopussy,jame bond sent investig fellow “ 00 ” agent found dead priceless farberg egg . jame bond follow mysteri uncov smuggl scandal russian gener want provok new world war.adventur action thrillerrog moor maud adam loui jourdanj h n g l e n
4964,Knocked Up,"fun love parti anim ben stone , last thing ever expect one night stand show doorstep eight week later tell 's pregnant.comedi romanc dramaseth rogen katherin heigl lesli mannj u p w"
10024,My Sister's Keeper,"sara brian live idyl life young son daughter . famili rock sudden , heartbreak news forc make difficult unorthodox choic order save babi girl 's life . parent ' desper decis rais ethic moral question rip away foundat relationship . action ultim set court case threaten tear famili apart , reveal surpris truth challeng everyon 's percept love loyalti give new mean definit healing.dramacameron diaz alec baldwin abigail breslinn c k c v e e"
1259,Notes on a Scandal,"veteran high school teacher befriend younger art teacher , affair one 15-year-old student . howev , intent new `` friend '' also go well beyond platon friendship.drama romancejudi dench cate blanchett bill nighyr c h r e r e"
5125,Rendition,"egyptian terror suspect `` disappear '' flight africa washington dc , american wife cia analyst find caught struggl secur releas secret detent facil somewher outsid us.drama thrilleromar metwal rees witherspoon jake gyllenhaalg v n h"
